Date,Open,High,Low,Close,Adj Close,Volume,Short_MA,Long_MA,Signal,Balance
2019-10-31,51.20000076293945,51.63999938964844,48.09999847412109,49.90999984741211,49.90999984741211,1046000,48.756500244140625,72.2579502105713,0,10000.0
2019-11-01,49.93999862670898,50.84700012207031,47.75,48.5,48.5,1438700,48.90250015258789,72.1629502105713,0,10000.0
2019-11-04,49.150001525878906,50.483001708984375,48.0099983215332,49.650001525878906,49.650001525878906,1301300,49.12750015258789,71.98385025024415,0,10000.0
2019-11-05,50.18000030517578,50.59999847412109,47.77000045776367,48.70000076293945,48.70000076293945,1457200,49.37750015258789,71.82925022125244,0,10000.0
2019-11-06,48.560001373291016,48.709999084472656,46.900001525878906,47.83000183105469,47.83000183105469,1028600,49.373500442504884,71.60745021820068,0,10000.0
2019-11-07,48.2599983215332,48.5,45.380001068115234,45.5,45.5,1665000,48.73950042724609,71.29745021820068,0,10000.0
2019-11-08,45.02000045776367,47.209999084472656,44.79999923706055,47.209999084472656,47.209999084472656,1977300,48.449500274658206,70.99735019683838,0,10000.0
2019-11-11,46.5,47.0,45.459999084472656,46.20000076293945,46.20000076293945,1286900,48.2745002746582,70.71085021972657,0,10000.0
2019-11-12,47.5,47.84999847412109,46.11000061035156,47.04999923706055,47.04999923706055,1740800,48.199500274658206,70.45905017852783,0,10000.0
2019-11-13,46.83000183105469,52.43999862670898,46.650001525878906,52.0,52.0,2860000,48.255000305175784,70.2993501663208,0,10000.0
2019-11-14,51.310001373291016,54.91999816894531,50.64300155639648,52.72999954223633,52.72999954223633,2820900,48.537000274658205,70.21145015716553,0,10000.0
2019-11-15,53.0,59.9900016784668,53.0,59.75,59.75,4004300,49.662000274658205,70.18245014190674,0,10000.0
2019-11-18,60.0,60.0,55.52000045776367,57.06999969482422,57.06999969482422,2239400,50.40400009155273,70.12035015106201,0,10000.0
2019-11-19,57.45000076293945,57.555999755859375,53.7599983215332,56.0,56.0,1591200,51.13400001525879,69.99745014190674,0,10000.0
2019-11-20,55.2400016784668,58.310001373291016,53.38999938964844,54.880001068115234,54.880001068115234,2256900,51.83899993896485,69.9142501449585,0,10000.0
2019-11-21,55.459999084472656,55.459999084472656,52.85200119018555,53.77000045776367,53.77000045776367,959400,52.66599998474121,69.80675018310546,0,10000.0
2019-11-22,54.18999862670898,55.29999923706055,53.75,54.20000076293945,54.20000076293945,1028400,53.36500015258789,69.67635021209716,0,10000.0
2019-11-25,55.31999969482422,56.16999816894531,54.85499954223633,55.84000015258789,55.84000015258789,1843100,54.329000091552736,69.56265022277832,0,10000.0
2019-11-26,56.5,58.02000045776367,54.2599983215332,55.58000183105469,55.58000183105469,1996800,55.18200035095215,69.44935020446778,0,10000.0
2019-11-27,56.369998931884766,56.66999816894531,55.22999954223633,56.290000915527344,56.290000915527344,986500,55.61100044250488,69.32775024414063,0,10000.0
2019-11-29,56.959999084472656,59.5,56.31999969482422,58.0,58.0,1244400,56.13800048828125,69.16435028076172,0,10000.0
2019-12-02,58.5,58.59999847412109,52.54100036621094,55.0099983215332,55.0099983215332,2925100,55.66400032043457,69.00565029144288,0,10000.0
2019-12-03,53.290000915527344,57.59000015258789,53.0099983215332,57.369998931884766,57.369998931884766,1395900,55.694000244140625,68.84435028076172,0,10000.0
2019-12-04,56.61000061035156,57.0,54.29999923706055,54.97999954223633,54.97999954223633,1607000,55.59200019836426,68.67815029144288,0,10000.0
2019-12-05,55.0,55.209999084472656,51.61000061035156,52.95000076293945,52.95000076293945,3362400,55.39900016784668,68.51225028991699,0,10000.0
2019-12-06,54.0,55.09999847412109,50.5,50.88999938964844,50.88999938964844,8029000,55.111000061035156,68.31115028381348,0,10000.0
2019-12-09,49.13999938964844,50.959999084472656,48.40999984741211,49.0,49.0,13793500,54.59099998474121,68.07365028381348,0,10000.0
2019-12-10,49.91999816894531,50.02000045776367,47.220001220703125,47.54999923706055,47.54999923706055,5751100,53.761999893188474,67.71395030975341,0,10000.0
2019-12-11,47.0099983215332,48.79999923706055,46.33000183105469,47.72999954223633,47.72999954223633,9363500,52.97699966430664,67.31445030212403,0,10000.0
2019-12-12,47.95000076293945,48.5,46.31999969482422,47.29999923706055,47.29999923706055,5709800,52.07799949645996,66.92005031585694,0,10000.0
2019-12-13,47.5,49.86000061035156,46.70000076293945,49.40999984741211,49.40999984741211,6364200,51.21899948120117,66.53955032348632,0,10000.0
2019-12-16,50.0,50.11000061035156,48.150001525878906,49.45000076293945,49.45000076293945,5034600,50.6629997253418,66.11125034332275,0,10000.0
2019-12-17,49.34000015258789,49.43999862670898,47.52000045776367,48.38999938964844,48.38999938964844,4742300,49.76499977111816,65.66635036468506,0,10000.0
2019-12-18,48.959999084472656,50.29999923706055,48.59999847412109,50.13999938964844,50.13999938964844,5653300,49.280999755859376,65.29545032501221,0,10000.0
2019-12-19,50.45000076293945,50.45000076293945,49.20000076293945,49.470001220703125,49.470001220703125,3044800,48.932999801635745,64.85015033721923,0,10000.0
