Date,Open,High,Low,Close,Adj Close,Volume,Short_MA,Long_MA,Signal,Balance
2019-10-31,51.20000076293945,51.63999938964844,48.09999847412109,49.90999984741211,49.90999984741211,1046000,54.122250175476076,72.2579502105713,0,10000.0
2019-11-01,49.93999862670898,50.84700012207031,47.75,48.5,48.5,1438700,53.35525016784668,72.1629502105713,0,10000.0
2019-11-04,49.150001525878906,50.483001708984375,48.0099983215332,49.650001525878906,49.650001525878906,1301300,52.39875030517578,71.98385025024415,0,10000.0
2019-11-05,50.18000030517578,50.59999847412109,47.77000045776367,48.70000076293945,48.70000076293945,1457200,51.56875019073486,71.82925022125244,0,10000.0
2019-11-06,48.560001373291016,48.709999084472656,46.900001525878906,47.83000183105469,47.83000183105469,1028600,50.806250190734865,71.60745021820068,0,10000.0
2019-11-07,48.2599983215332,48.5,45.380001068115234,45.5,45.5,1665000,50.010750198364256,71.29745021820068,0,10000.0
2019-11-08,45.02000045776367,47.209999084472656,44.79999923706055,47.209999084472656,47.209999084472656,1977300,49.35775012969971,70.99735019683838,0,10000.0
2019-11-11,46.5,47.0,45.459999084472656,46.20000076293945,46.20000076293945,1286900,48.9417501449585,70.71085021972657,0,10000.0
2019-11-12,47.5,47.84999847412109,46.11000061035156,47.04999923706055,47.04999923706055,1740800,48.53375015258789,70.45905017852783,0,10000.0
2019-11-13,46.83000183105469,52.43999862670898,46.650001525878906,52.0,52.0,2860000,48.532250213623044,70.2993501663208,0,10000.0
2019-11-14,51.310001373291016,54.91999816894531,50.64300155639648,52.72999954223633,52.72999954223633,2820900,48.64675025939941,70.21145015716553,0,10000.0
2019-11-15,53.0,59.9900016784668,53.0,59.75,59.75,4004300,49.282250213623044,70.18245014190674,0,10000.0
2019-11-18,60.0,60.0,55.52000045776367,57.06999969482422,57.06999969482422,2239400,49.765750122070315,70.12035015106201,0,10000.0
2019-11-19,57.45000076293945,57.555999755859375,53.7599983215332,56.0,56.0,1591200,50.25575008392334,69.99745014190674,0,10000.0
2019-11-20,55.2400016784668,58.310001373291016,53.38999938964844,54.880001068115234,54.880001068115234,2256900,50.60625019073486,69.9142501449585,0,10000.0
2019-11-21,55.459999084472656,55.459999084472656,52.85200119018555,53.77000045776367,53.77000045776367,959400,50.70275020599365,69.80675018310546,0,10000.0
2019-11-22,54.18999862670898,55.29999923706055,53.75,54.20000076293945,54.20000076293945,1028400,50.907250213623044,69.67635021209716,0,10000.0
2019-11-25,55.31999969482422,56.16999816894531,54.85499954223633,55.84000015258789,55.84000015258789,1843100,51.30175018310547,69.56265022277832,0,10000.0
2019-11-26,56.5,58.02000045776367,54.2599983215332,55.58000183105469,55.58000183105469,1996800,51.69075031280518,69.44935020446778,0,10000.0
2019-11-27,56.369998931884766,56.66999816894531,55.22999954223633,56.290000915527344,56.290000915527344,986500,51.93300037384033,69.32775024414063,0,10000.0
2019-11-29,56.959999084472656,59.5,56.31999969482422,58.0,58.0,1244400,52.337500381469724,69.16435028076172,0,10000.0
2019-12-02,58.5,58.59999847412109,52.54100036621094,55.0099983215332,55.0099983215332,2925100,52.66300029754639,69.00565029144288,0,10000.0
2019-12-03,53.290000915527344,57.59000015258789,53.0099983215332,57.369998931884766,57.369998931884766,1395900,53.04900016784668,68.84435028076172,0,10000.0
2019-12-04,56.61000061035156,57.0,54.29999923706055,54.97999954223633,54.97999954223633,1607000,53.363000106811526,68.67815029144288,0,10000.0
2019-12-05,55.0,55.209999084472656,51.61000061035156,52.95000076293945,52.95000076293945,3362400,53.61900005340576,68.51225028991699,0,10000.0
2019-12-06,54.0,55.09999847412109,50.5,50.88999938964844,50.88999938964844,8029000,53.88850002288818,68.31115028381348,0,10000.0
2019-12-09,49.13999938964844,50.959999084472656,48.40999984741211,49.0,49.0,13793500,53.97800006866455,68.07365028381348,0,10000.0
2019-12-10,49.91999816894531,50.02000045776367,47.220001220703125,47.54999923706055,47.54999923706055,5751100,54.04549999237061,67.71395030975341,0,10000.0
2019-12-11,47.0099983215332,48.79999923706055,46.33000183105469,47.72999954223633,47.72999954223633,9363500,54.07950000762939,67.31445030212403,0,10000.0
2019-12-12,47.95000076293945,48.5,46.31999969482422,47.29999923706055,47.29999923706055,5709800,53.84449996948242,66.92005031585694,0,10000.0
2019-12-13,47.5,49.86000061035156,46.70000076293945,49.40999984741211,49.40999984741211,6364200,53.67849998474121,66.53955032348632,0,10000.0
2019-12-16,50.0,50.11000061035156,48.150001525878906,49.45000076293945,49.45000076293945,5034600,53.163500022888186,66.11125034332275,0,10000.0
2019-12-17,49.34000015258789,49.43999862670898,47.52000045776367,48.38999938964844,48.38999938964844,4742300,52.7295000076294,65.66635036468506,0,10000.0
2019-12-18,48.959999084472656,50.29999923706055,48.59999847412109,50.13999938964844,50.13999938964844,5653300,52.436499977111815,65.29545032501221,0,10000.0
2019-12-19,50.45000076293945,50.45000076293945,49.20000076293945,49.470001220703125,49.470001220703125,3044800,52.16599998474121,64.85015033721923,0,10000.0
2019-12-20,49.90999984741211,50.0,48.58000183105469,49.4900016784668,49.4900016784668,3119600,51.952000045776366,64.45435035705566,0,10000.0
2019-12-23,49.25,49.29999923706055,47.61000061035156,47.84999847412109,47.84999847412109,4588000,51.63449993133545,64.0175503540039,0,10000.0
2019-12-24,48.0,48.720001220703125,47.150001525878906,47.75,47.75,1508400,51.22999992370605,63.6149503326416,0,10000.0
2019-12-26,48.40999984741211,50.060001373291016,48.09000015258789,50.02999877929688,50.02999877929688,4779200,50.95249977111816,63.260450286865236,0,10000.0
2019-12-27,50.29999923706055,50.380001068115234,48.20000076293945,48.91999816894531,48.91999816894531,3510000,50.58399963378906,62.89725028991699,0,10000.0
2019-12-30,50.0,50.560001373291016,48.39099884033203,50.02999877929688,50.02999877929688,5706100,50.185499572753905,62.55535026550293,0,10000.0
2019-12-31,49.34000015258789,50.34000015258789,48.900001525878906,49.869998931884766,49.869998931884766,3288500,49.92849960327148,62.13755023956299,0,10000.0
2020-01-02,50.02999877929688,50.75,49.25,49.43999862670898,49.43999862670898,4428300,49.531999588012695,61.68295021057129,0,10000.0
2020-01-03,48.91999816894531,51.9900016784668,48.790000915527344,50.75,50.75,11165600,49.32049961090088,61.260350189208985,0,10000.0
2020-01-06,51.84999847412109,56.16999816894531,51.02999877929688,55.11000061035156,55.11000061035156,21725400,49.42849960327148,60.814950180053714,0,10000.0
2020-01-07,54.54999923706055,56.5,54.5,54.75,54.75,12503500,49.621499633789064,60.422250213623045,0,10000.0
2020-01-08,54.20000076293945,55.86000061035156,53.29999923706055,55.65999984741211,55.65999984741211,7511600,49.95449962615967,60.04225017547608,0,10000.0
2020-01-09,56.95000076293945,57.25,55.09999847412109,55.93999862670898,55.93999862670898,6517200,50.37399959564209,59.64115013122559,0,10000.0
2020-01-10,56.4900016784668,58.29999923706055,56.0,57.20000076293945,57.20000076293945,8150700,50.84749965667724,59.219250144958494,0,10000.0
2020-01-13,57.36000061035156,59.7400016784668,57.0,58.970001220703125,58.970001220703125,7038700,51.430999755859375,58.81735012054443,0,10000.0
2020-01-14,59.22999954223633,60.65999984741211,57.5,59.2400016784668,59.2400016784668,7786500,51.92249984741211,58.44395011901855,0,10000.0
2020-01-15,59.22999954223633,61.970001220703125,59.22999954223633,60.25,60.25,7973300,52.46249980926514,58.11675010681152,0,10000.0
